Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey,Incubation Time Hours,Property Measured,Assay
CHEMBL4095235,,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4cc(N5CC6CCC(C5)O6)c5nccn5n4)cc3)cc2)CC1,IC50,5.37,CHEMBL4009784,Antiproliferative activity against human U87 cells after 72 hrs by SRB assay,U-87MG ATCC,LPJMRYIXYRUNRW-UHFFFAOYSA-N,72.0,Antiproliferative activity,SRB
CHEMBL2088461,,CC(C)(O)c1cc2nc(N/N=C/c3cn(Cc4cccc(F)c4)c4ccccc34)nc(N3CCOCC3)c2s1,IC50,5.11,CHEMBL2090861,Cytotoxicity against human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,UWIACCOQIIULOL-WCMJOSRZSA-N,72.0,Cytotoxicity,MTT
CHEMBL87938,,CCOC(=O)N(C)/N=N\CCCl,IC50,4.75,CHEMBL624724,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,A-172,USWACFKAYKLOCN-HJWRWDBZSA-N,,Cytotoxicity,MTT
CHEMBL1170447,,N#Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12,IC50,5.73,CHEMBL1176555,Inhibition of AKT1-mediated GSK3alpha phosphorylation in human U87 cells after 1 hr by ELISA,U-87MG ATCC,AUXJPQSJHPPESP-IBGZPJMESA-N,1.0,Unspecified,ELISA
CHEMBL3358287,,COc1cc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cnc1OC,IC50,8.0,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,BGEXTJGOTZMOEE-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL3358284,,COc1ncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cc1C(C)C,IC50,6.38,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,JPHLCGRVFUCWIH-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL3357877,,CCc1cc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cnc1OC,IC50,6.33,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,BQJPZFLREHORGE-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL3357872,,COc1ncc(Nc2ncc(C(C)(C)CO)cc2-c2nc(C)nc(N)n2)cc1F,IC50,7.43,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,VWJMXEJPKWZLNL-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL1224210,,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(NCCc6ccc(O)c(O)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,5.05,CHEMBL1225662,Cytotoxicity against human LN229 cells after 72 hrs by MTS assay,LN-229,QTRBSYDTCOEJBJ-YPAMOFLTSA-N,72.0,Cytotoxicity,MTS
CHEMBL4537633,,N#Cc1ccc(/C=C/C(=O)c2ccc(O)c(C(F)(F)F)c2)cc1,IC50,4.58,CHEMBL4390740,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,REXXXBZPNYDIJX-FNORWQNLSA-N,72.0,Cytotoxicity,MTT
CHEMBL2170086,,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,IC50,7.92,CHEMBL2173752,Inhibition of PI3K-mediated AKT Ser473 phosphorylation in human U87MG cells after 2 hrs,U-87MG ATCC,SYUHGFRIKWMPPV-ZIAGYGMSSA-N,2.0,Unspecified,Unspecified
CHEMBL2170082,,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,IC50,9.0,CHEMBL2173752,Inhibition of PI3K-mediated AKT Ser473 phosphorylation in human U87MG cells after 2 hrs,U-87MG ATCC,SCIVONNAMHTUEH-CYBMUJFWSA-N,2.0,Unspecified,Unspecified
CHEMBL159,VINBLASTINE,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,IC50,7.73,CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,KNS-42,JXLYSJRDGCGARV-CFWMRBGOSA-N,,Growth inhibition,Unspecified
CHEMBL507361,MIRDAMETINIB,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,IC50,5.05,CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,KNS-42,SUDAHWBOROXANE-SECBINFHSA-N,,Growth inhibition,Unspecified
CHEMBL176544,,Cn1cc(/C=C2\C(=O)Nc3cccnc32)c2ccccc21,IC50,4.02,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,NXNQLECPAXXYTR-LCYFTJDESA-N,,Growth inhibition,Unspecified
CHEMBL2164713,,Cc1nccc2c3ccc(OCCC(C)C)cc3n(CCC(C)C)c12,IC50,4.46,CHEMBL2166484,Growth inhibition of human T98G cells after 3 days by MTT assay,T98G,CYNQFAAXQWCODJ-UHFFFAOYSA-N,72.0,Growth inhibition,MTT
CHEMBL1739368,,NCCNC(=O)C(CN)(Cc1ccc2ccccc2c1)Cc1ccc2ccccc2c1,IC50,5.6,CHEMBL2154650,Cytotoxicity against human SF295 cells after 4 hrs by MTT assay,SF295,ZOSLLLKFQJEPRK-UHFFFAOYSA-N,4.0,Cytotoxicity,MTT
CHEMBL3805721,,O=C(/C=C\Nc1ccc(O)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,IC50,5.82,CHEMBL3808074,Antiproliferative activity against human U87MG cells after 48 hrs by MTT assay,U-87MG ATCC,OHQRSSZZOGZMSW-PFONDFGASA-N,48.0,Antiproliferative activity,MTT
CHEMBL2178608,,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1,EC50,6.85,CHEMBL2186329,Cytotoxicity against human LN229 cells incubated for 4 days,LN-229,XOZLHJMDLKDZAL-UHFFFAOYSA-N,96.0,Cytotoxicity,Unspecified
CHEMBL3781819,LP-184,CC1=C(CN(O)C(N)=O)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,IC50,7.3,CHEMBL3783415,Cytotoxicity against human SF295 cells after 48 hrs by sulforhodamine B assay,SF295,VWMPVAZEBAKLFR-HNNXBMFYSA-N,48.0,Cytotoxicity,sulforhodamine B
CHEMBL5085481,,O=C1c2cc(Cl)ccc2N(c2cccc(F)c2)C2c3[nH]c4ccccc4c3CCN12,IC50,4.85,CHEMBL5339028,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,U-87MG ATCC,VONATDVATMYHAA-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL2022334,,[N-]=[N+]=NC1=CC(=O)c2ccccc2C1=O,IC50,5.47,CHEMBL3865945,Cytotoxicity against human SF295 cells overexpressing NQO1 assessed as reduction in cell viability after 72 hrs by MTT assay,SF295,IYUOYLLVOZNGKW-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3955548,,O=C1C(=O)c2ccccc2C2=C1CC(Cn1cc(C[Se]c3ccccc3)nn1)O2,IC50,6.66,CHEMBL3865945,Cytotoxicity against human SF295 cells overexpressing NQO1 assessed as reduction in cell viability after 72 hrs by MTT assay,SF295,SINWVHMPJIQVNR-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3939072,,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1Nc1cccc(-c2cn(C[Se]c3ccccc3)nn2)c1,IC50,6.47,CHEMBL3865945,Cytotoxicity against human SF295 cells overexpressing NQO1 assessed as reduction in cell viability after 72 hrs by MTT assay,SF295,PBZDSFFVEZDVJK-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3980099,,CC1(C)CC(Nc2cccc(-c3cn(C[Se]c4ccccc4)nn3)c2)C2=C(O1)C(=O)c1ccccc1C2=O,IC50,5.73,CHEMBL3865945,Cytotoxicity against human SF295 cells overexpressing NQO1 assessed as reduction in cell viability after 72 hrs by MTT assay,SF295,RUFWBCRLCZBHGU-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2441133,,CC1(C)CC(N=[N+]=[N-])C2=C(O1)C(=O)c1ccccc1C2=O,IC50,5.69,CHEMBL3865945,Cytotoxicity against human SF295 cells overexpressing NQO1 assessed as reduction in cell viability after 72 hrs by MTT assay,SF295,HKJNKCAALJABOG-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3973814,,CC1(C)OC2=C(C(=O)c3ccccc3C2=O)C1n1nnc(-c2ccccc2)c1I,IC50,5.34,CHEMBL3862209,Cytotoxicity against human SF295 cells assessed as decrease in cell viability after 72 hrs by MTT assay,SF295,WUPZIJXCRARTKU-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3945406,,O=C1C(=O)c2ccccc2C2=C1CC(Cn1cc(C3CCCCC3)nn1)O2,IC50,5.72,CHEMBL3862209,Cytotoxicity against human SF295 cells assessed as decrease in cell viability after 72 hrs by MTT assay,SF295,LJBKUXPERIFYEA-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL5411549,,COc1ccc(-c2ccc(NC(=O)c3cn(-c4ccc(N5CCNCC5)c(C(F)(F)F)c4)nn3)cc2)cn1,IC50,5.38,CHEMBL5330114,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation by CCK8 assay,U-87MG ATCC,IZPAMEQTJBTCKQ-UHFFFAOYSA-N,,Antiproliferative activity,CCK8
CHEMBL394956,,CN(C)CCCCCN(C)C1=Nc2ccccc2C(CC(=O)NCc2ccccc2)N1c1ccc(-c2ccccc2)cc1,IC50,5.32,CHEMBL1272663,Cytotoxicity against human A172 cells by MTT assay,A-172,QVXCZTNUVKNCGU-UHFFFAOYSA-N,,Cytotoxicity,MTT
CHEMBL5417058,,COc1ccc(-c2ccc3[nH]c(=O)c4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,IC50,5.36,CHEMBL5330114,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation by CCK8 assay,U-87MG ATCC,AUKAFZKIDXYAHI-UHFFFAOYSA-N,,Antiproliferative activity,CCK8
CHEMBL5416400,,COc1ccc(-c2ccc3[nH]c(=O)c4ccc(-c5ccc(N6CCNCC6)c(C(F)(F)F)c5)n4c3c2)cn1,IC50,5.42,CHEMBL5330114,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation by CCK8 assay,U-87MG ATCC,RWVZOVTVZOCLKX-UHFFFAOYSA-N,,Antiproliferative activity,CCK8
CHEMBL180966,,CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O,IC50,8.32,CHEMBL1034791,Inhibition of [3H]glycine uptake in human T98G cells,T98G,FDORQEIHOKEJNX-HSZRJFAPSA-N,3.0,Unspecified,Unspecified
CHEMBL1643112,,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,IC50,5.51,CHEMBL1647173,Cytotoxicity against human U87 cells after 4 hrs by MTT assay,U-87MG ATCC,YZGGEWBAXPONBE-HAQBABLCSA-N,4.0,Cytotoxicity,MTT
CHEMBL1643113,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,IC50,4.78,CHEMBL1647173,Cytotoxicity against human U87 cells after 4 hrs by MTT assay,U-87MG ATCC,KSUDUUNNZFFEPI-IUMLOJQTSA-N,4.0,Cytotoxicity,MTT
CHEMBL119700,,COc1ccnc2c1-c1nccc3c(OC)cnc(c13)C2=O,IC50,8.1,CHEMBL815879,In vitro antitumor effects against human U87MG cell lines.,U-87MG ATCC,MAOQMONYODZXHW-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL3924500,,S=C(NNc1nncc2ccccc12)Nc1ccccc1,IC50,8.02,CHEMBL3870497,Antiproliferative activity against human SF295 cells after 72 hrs by Sulforhodamine B-stain assay,SF295,BJKBZKFIXRDJFX-UHFFFAOYSA-N,72.0,Antiproliferative activity,Sulforhodamine B-stain
CHEMBL3977192,,NC(=S)NNc1nncc2ccccc12,IC50,8.03,CHEMBL3870497,Antiproliferative activity against human SF295 cells after 72 hrs by Sulforhodamine B-stain assay,SF295,BRPCQCNGNFEDIO-UHFFFAOYSA-N,72.0,Antiproliferative activity,Sulforhodamine B-stain
CHEMBL3978686,,O=S(=O)(Nc1ccccn1)c1ccc(Nc2nncc3ccccc23)cc1,IC50,8.08,CHEMBL3870497,Antiproliferative activity against human SF295 cells after 72 hrs by Sulforhodamine B-stain assay,SF295,DZQPJZWTLANTON-UHFFFAOYSA-N,72.0,Antiproliferative activity,Sulforhodamine B-stain
CHEMBL353585,,COCCOCOCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,IC50,5.36,CHEMBL624722,In vitro cytotoxicity against A172 human tumor cell lines.,A-172,VKHQKJIIXMHWOW-UHFFFAOYSA-N,,Cytotoxicity,Unspecified
CHEMBL87240,,CC(=O)N(C)/N=N\CCCl,IC50,4.7,CHEMBL624724,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,A-172,QEIMBUYAZCMEGX-FPLPWBNLSA-N,,Cytotoxicity,MTT
CHEMBL3290901,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,IC50,5.43,CHEMBL3293741,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth after 72 hrs by MTT assay,U-87MG ATCC,WMQYCMRSTBMSOT-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3359309,,C/C(=C/CCC(C)(C)OC(=O)CCl)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)CCl)C(C)(C)[C@@H]3CC[C@]12C,IC50,4.67,CHEMBL3386073,Antiproliferative activity against human U87 cells assessed as cell-growth inhibition after 48 hrs by MTT assay,U-87MG ATCC,ZLAIBROJNOEYDX-JOUREUQLSA-N,48.0,Antiproliferative activity,MTT
CHEMBL3359313,,CC(C)(O)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](OC(=O)CCl)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)CCl)C(C)(C)[C@@H]3CC[C@]12C,IC50,4.05,CHEMBL3386073,Antiproliferative activity against human U87 cells assessed as cell-growth inhibition after 48 hrs by MTT assay,U-87MG ATCC,RRKKHXNOPJWETM-BVLXKVINSA-N,48.0,Antiproliferative activity,MTT
CHEMBL3359314,,CC(C)(CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)CCl)C(C)(C)[C@@H]3CC[C@]12C)OC(=O)CCl,IC50,4.4,CHEMBL3386073,Antiproliferative activity against human U87 cells assessed as cell-growth inhibition after 48 hrs by MTT assay,U-87MG ATCC,VVQMKIXOJQUCSK-BVLXKVINSA-N,48.0,Antiproliferative activity,MTT
CHEMBL3358288,,COc1cncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)c1,IC50,7.15,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,GIJFIWCYFZUZAA-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL3357874,,Cc1nc(N)nc(-c2cc(C(C)(C)O)cnc2Nc2cncc(F)c2)n1,IC50,7.01,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,QTCHCGFCYOHSMS-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL3357871,,COc1ncc(Nc2ncc([C@H](C)CO)cc2-c2nc(C)nc(N)n2)cc1F,IC50,7.6,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,JCDSCTRINIXUJR-SECBINFHSA-N,2.0,Unspecified,cell-based
CHEMBL3357870,,COc1ncc(Nc2ncc([C@@H](C)CO)cc2-c2nc(C)nc(N)n2)cc1F,IC50,7.51,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,JCDSCTRINIXUJR-VIFPVBQESA-N,2.0,Unspecified,cell-based
CHEMBL3357867,,COc1ncc(Nc2ncc(C(O)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cc1F,IC50,7.47,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,ZWLQCJDCCOOFJD-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL3357864,,COc1ncc(Nc2ncc(CO)cc2-c2nc(C)nc(N)n2)cc1F,IC50,7.36,CHEMBL3379686,Inhibition of PI3K-mediated Akt S473 phosphorylation in human U87MG cells after 2 hrs by cell-based assay,U-87MG ATCC,YEWABQMWBKESOQ-UHFFFAOYSA-N,2.0,Unspecified,cell-based
CHEMBL3904493,,COc1ncc(-c2ccc3nccc(-c4ccc(Cn5ccnc5)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,IC50,6.22,CHEMBL3867030,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,CWZQCUWQHVFQEI-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3905333,,CNCCN(C)Cc1ccc(-c2ccnc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5ccc(F)cc5F)c4)cc23)cc1,IC50,6.59,CHEMBL3867030,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,ZZZGLALTAWYHHN-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2313555,,CCCCCC(=O)O[C@H]1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2OC)OCO3)C[C@H](C)[C@]1(C)O,IC50,4.17,CHEMBL2318887,Cytotoxicity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,GYXXUZDCLMAMKS-JCNFZPKBSA-N,72.0,Cytotoxicity,MTT
CHEMBL2333592,WITHAMETELIN F,C=C1C(=O)O[C@@H]2C[C@]1(C)OC[C@H]2[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45CC=CC(=O)[C@]5(C)[C@H]3CC[C@]12C,IC50,6.25,CHEMBL2344179,Cytotoxicity against human U87 cells after 72 hrs by MTS assay,U-87MG ATCC,TWSTVCZSHMUIOQ-ZPRSOMTPSA-N,72.0,Cytotoxicity,MTS
CHEMBL2333167,WITHAMETELIN,C=C1C(=O)O[C@@H]2C[C@]1(C)OC[C@H]2[C@H]1CC[C@H]2[C@@H]3CC=C4CC=CC(=O)[C@]4(C)[C@H]3CC[C@]12C,IC50,6.0,CHEMBL2344179,Cytotoxicity against human U87 cells after 72 hrs by MTS assay,U-87MG ATCC,QUGZOXCXHGEACS-FIPVAASQSA-N,72.0,Cytotoxicity,MTS
CHEMBL2037061,,OCc1c(CO)c2sc3ccccc3n2c1-c1ccc(F)cc1,IC50,4.81,CHEMBL2039002,Cytotoxicity against human U87 cells after 72 hrs by alamar blue assay,U-87MG ATCC,WFPZKOMYUKONFM-UHFFFAOYSA-N,72.0,Cytotoxicity,alamar blue
CHEMBL2037062,,OCc1c(CO)c2sc3ccccc3n2c1-c1ccc(Cl)cc1,IC50,4.68,CHEMBL2039002,Cytotoxicity against human U87 cells after 72 hrs by alamar blue assay,U-87MG ATCC,PXJQXEQFTLKFQP-UHFFFAOYSA-N,72.0,Cytotoxicity,alamar blue
CHEMBL2037066,,COc1ccc(-c2c(CO)c(CO)c3sc4ccccc4n23)cc1,IC50,4.74,CHEMBL2039002,Cytotoxicity against human U87 cells after 72 hrs by alamar blue assay,U-87MG ATCC,PXNALHYUQFCUFP-UHFFFAOYSA-N,72.0,Cytotoxicity,alamar blue
CHEMBL258837,,N#Cc1c[nH]c2ncnc(N3CC4(CCNCC4)c4ccccc43)c12,IC50,7.3,CHEMBL936669,Inhibition of AKT1 in human U87 cells after 2 hrs by ELISA,U-87MG ATCC,PXAOTHLXABAQIT-UHFFFAOYSA-N,2.0,Unspecified,ELISA
CHEMBL259163,,Cc1c[nH]c2ncnc(N3CC4(CCNCC4)c4ccccc43)c12,IC50,6.91,CHEMBL936669,Inhibition of AKT1 in human U87 cells after 2 hrs by ELISA,U-87MG ATCC,ARIHYXITNVJHJL-UHFFFAOYSA-N,2.0,Unspecified,ELISA
CHEMBL552425,,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,EC50,7.0,CHEMBL1060001,Inhibition of ephrin-B1-induced autophosphorylation of EphB2 expressed in human U87 cells after 1 hr by Western blot analysis,U-87MG ATCC,SAAYRHKJHDIDPH-UHFFFAOYSA-N,1.0,Unspecified,Western Blot
CHEMBL1779540,,CC(=O)N[C@H]1C[C@@H]2CNc3cc(ccc3C(N)=O)-n3c(c(C)c4c3CC(C)(C)CC4=O)CCCN2C1,EC50,5.44,CHEMBL1780618,Antiproliferative activity against human U87 cells by luminescence assay,U-87MG ATCC,HZDWFQUZDJXVGH-AZUAARDMSA-N,,Antiproliferative activity,luminescence
CHEMBL1779545,,Cc1c2c(n3c1CCCN1CCCC[C@@H]1[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,EC50,6.25,CHEMBL1780618,Antiproliferative activity against human U87 cells by luminescence assay,U-87MG ATCC,ZDILAMLZSXMAPA-FDDCHVKYSA-N,,Antiproliferative activity,luminescence
CHEMBL1774417,CASEARUPESTRIN A,C=CC(=C)CC[C@]1(C)[C@H](C)[C@@H](O)[C@H](OC(=O)/C=C\C=C\CCCCC)[C@@]23C(=C[C@H](O)C[C@@H]12)[C@@H](OC(C)=O)O[C@@H]3OC(C)=O,IC50,6.44,CHEMBL1776150,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,NWTYSAQBDRQWLF-WWRGVMLBSA-N,72.0,Cytotoxicity,MTT
CHEMBL1807806,,Cc1c2c(n3c1CCN(C(=O)[C@@H](N)C(C)C)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,IC50,7.32,CHEMBL1810580,Antiproliferative activity against human U87MG cells,U-87MG ATCC,WPQWDLRSWWBTSS-QZXAKIBKSA-N,,Antiproliferative activity,Unspecified
CHEMBL1806511,,Cc1c2c(n3c1CCN(C(=O)[C@@H]1C[C@H](F)CN1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,IC50,7.06,CHEMBL1810580,Antiproliferative activity against human U87MG cells,U-87MG ATCC,KVSGQPCLHVYQMQ-LDQAXMLRSA-N,,Antiproliferative activity,Unspecified
CHEMBL4096164,,CSc1nc(NCc2ccccc2)c2ccn(CC(Cl)c3ccccc3)c2n1,IC50,4.29,CHEMBL3993695,Cytotoxicity against human U87MG cells assessed as decrease in cell viability after 72 hrs by coulter counter analysis,U-87MG ATCC,PWYVDKFGQPXXFX-UHFFFAOYSA-N,72.0,Cytotoxicity,Unspecified
CHEMBL4088440,,CSc1nc(N2CCCC2)c2ccn(Cc3ccc(F)cc3)c2n1,IC50,4.29,CHEMBL3993695,Cytotoxicity against human U87MG cells assessed as decrease in cell viability after 72 hrs by coulter counter analysis,U-87MG ATCC,BBTSLIHTQGHZBD-UHFFFAOYSA-N,72.0,Cytotoxicity,Unspecified
CHEMBL4060227,,COc1cc(Nc2nnc(Cl)c(Nc3cccc(NS(C)(=O)=O)c3)n2)cc(OC)c1OC,IC50,4.9,CHEMBL4010920,Cytotoxicity against human U87MG cells assessed as reduction in cell viability by WST1 assay,U-87MG ATCC,LPANKDJQNNNOIR-UHFFFAOYSA-N,,Cytotoxicity,WST1
CHEMBL3779942,,COc1cc2c(Oc3ccc(NC(=O)c4c(Cl)c5ccccc5n(-c5ccc(C)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.29,CHEMBL3782282,Cytotoxicity against human U87MG cells assessed as cell growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,VSLMCBYJVLSIEE-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3781674,,COc1cc2c(Oc3ccc(NC(=O)c4c(Cl)c5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,5.72,CHEMBL3782282,Cytotoxicity against human U87MG cells assessed as cell growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,XFVRBLHJVSIYPX-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4083156,,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)CCC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,IC50,8.15,CHEMBL4054365,Antiproliferative activity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,BMPZYKBGNRHAGU-HKIQETCMSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4068953,,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)[C@H](C)NC(=O)CCC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,IC50,6.94,CHEMBL4054365,Antiproliferative activity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,MRSHFEIBWJDWOB-PUKOBOIISA-N,72.0,Antiproliferative activity,MTT
CHEMBL3975187,,O=C1C(Br)=C(NCc2cn(C[Se]c3ccccc3)nn2)C(=O)c2ccccc21,IC50,5.79,CHEMBL3865945,Cytotoxicity against human SF295 cells overexpressing NQO1 assessed as reduction in cell viability after 72 hrs by MTT assay,SF295,WCDKOIITNPZJON-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
